Báo CáoQuảng cáo Tìm Kiếm Sản Phẩm - Shopee Việt Nam,,,,,,,,,,,,,,,,,,,,,,,
Tên đăng nhập:,tovasa_store,,,,,,,,,,,,,,,,,,,,,,
Thời gian tạo báo cáo:,23/05/2022 9:04,,,,,,,,,,,,,,,,,,,,,,
Khoảng thời gian,01/05/2022 - 22/05/2022,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm,Giày cao cổ bé trai bé gái bốt đẹp cho bé KIKNE JDA151,,,,,,,,,,,,,,,,,,,,,,
Trạng thái:,Đang chạy,,,,,,,,,,,,,,,,,,,,,,
Mã Người bán,"145598609	",,,,,,,,,,,,,,,,,,,,,,
Mã sản phẩm,"8780736071	",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Thứ tự,Từ khóa,Trạng thái,Loại từ khóa,Lệnh tìm kiếm,Số lượt xem,Số lượt click,Tỷ Lệ Click,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,GMV,GMV trực tiếp,Chi phí,Thứ hạng trung bình,Doanh Thu/Chi Phí,ROI trực tiếp,CIR,CIR trực tiếp
"727	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giày the thao bé gai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"728	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giay bé gai 6 tuoi,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,53.5,0,0,0.00%,0.00%
"729	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày lười trẻ em,6,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"730	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày thể thao cho bé gái 10 tuổi,6,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"731	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giấy cho bé trai,7,2,28.57%,0,0,0.00%,0.00%,0,0,0,0,0,0,960,3.142857143,0,0,0.00%,0.00%
"732	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày hồng cho bé,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"733	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giầy cao cổ cho bé gái 12 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"734	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giày thể thao bé gái,6,1,16.67%,0,0,0.00%,0.00%,0,0,0,0,0,0,877,2,0,0,0.00%,0.00%
"735	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày nhựa native cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"736	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thể thao trẻ em 10 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"737	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giay the thao cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"738	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày Trẻ Em,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"739	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy em bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,90,0,0,0.00%,0.00%
"740	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giày thể thao bé gai,24,5,20.83%,0,0,0.00%,0.00%,0,0,0,0,0,0,4118,2.208333333,0,0,0.00%,0.00%
"741	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày the thao cho be gai,2,1,50.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,464,2,0,0,0.00%,0.00%
"742	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cao cổ,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"743	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giay the thao be gai 2 tuoi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9,0,0,0.00%,0.00%
"744	",giầy cho bé gái,thông thường,Từ khóa chính xác,Giày Cho Bé Gái,68,1,1.47%,0,0,0.00%,0.00%,0,0,0,0,0,0,787,1.588235294,0,0,0.00%,0.00%
"745	",giày cho bé gái,thông thường,Từ khóa chính xác,Giày cho be gái,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.5,0,0,0.00%,0.00%
"746	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày the thao cho bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"747	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày bot,17,1,5.88%,0,0,0.00%,0.00%,0,0,0,0,0,0,964,4.176470588,0,0,0.00%,0.00%
"748	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giầy lưới hè cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"749	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày cho be trai,9,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"750	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giầy bata bé gái size 32,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"751	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giay the thao tre em,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"752	",giầy cho bé gái,thông thường,Từ khóa chính xác,Giấy cho bé gai,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"753	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy trẻ em,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,18,0,0,0.00%,0.00%
"754	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giay cao co be trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"755	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày thể dục cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"756	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày thể thao cho bé gái 12 tuổi,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"757	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày bé 1 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,61,0,0,0.00%,0.00%
"758	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giầy lưới cho bé,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,14,0,0,0.00%,0.00%
"759	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày boot nữ cho bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"760	",giày thể thao bé gái,thông thường,Từ khóa chính xác,Giay Thể Thao Bé Gái,10,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2.3,0,0,0.00%,0.00%
"761	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giay be gai size 31,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"762	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày búp bê bé gái 8 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,10,0,0,0.00%,0.00%
"763	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày tập đi cho bé gái uala rogo,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,13,0,0,0.00%,0.00%
"764	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày cho bé trai boot,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"765	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cói cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"766	",giầy cho bé gái,thông thường,Từ khóa chính xác,Giày cho cho bé gái,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"767	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cao cổ cho bé,53,7,13.21%,0,0,0.00%,0.00%,0,0,0,0,0,0,4795,0.79245283,0,0,0.00%,0.00%
"768	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày cho bez,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"769	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày bé trai 7 tuoi,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,36.25,0,0,0.00%,0.00%
"770	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày bé trai 2 tuổi size 25,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,12,0,0,0.00%,0.00%
"771	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày thể thao cổ cao cho bé gái,2,1,50.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,433,1,0,0,0.00%,0.00%
"772	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giay  tre em,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,15,0,0,0.00%,0.00%
"773	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giay bata bé trai,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1.5,0,0,0.00%,0.00%
"774	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày cao cổ bé gái 2 tuổi,4,1,25.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,779,1,0,0,0.00%,0.00%
"775	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày Lưới Cho Bé,6,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,18.16666667,0,0,0.00%,0.00%
"776	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày hè bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"777	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thể thao cho bé trai 3 tuổi,8,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.125,0,0,0.00%,0.00%
"778	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày bata bé trai size 26,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,7,0,0,0.00%,0.00%
"779	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giay bot dep,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"780	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Bốt đùi cho bé,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"781	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày cỏ cho nam,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"782	",giầy cho bé trai,thông thường,Từ khóa mở rộng,dép bé trai 6 tháng,2,1,50.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,460,3,0,0,0.00%,0.00%
"783	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày làm phục vụ,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"784	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,giay bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"785	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giấy thế thao bé gái,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,17.66666667,0,0,0.00%,0.00%
"786	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày em bé gái,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,36.5,0,0,0.00%,0.00%
"787	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giầy cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,27,0,0,0.00%,0.00%
"788	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,giày sneaker bé trai,3,1,33.33%,0,0,0.00%,0.00%,0,0,0,0,0,0,632,2,0,0,0.00%,0.00%
"789	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giầy vải cho bé,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,7.666666667,0,0,0.00%,0.00%
"790	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày lười bé gái,6,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9.666666667,0,0,0.00%,0.00%
"791	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày Canvas Cho Bé,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,14.5,0,0,0.00%,0.00%
"792	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày melissa,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"793	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Boot cổ cao,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"794	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cao cổ bé trai,67,4,5.97%,0,0,0.00%,0.00%,0,0,0,0,0,0,3381,3.850746269,0,0,0.00%,0.00%
"795	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giầy có bánh xe,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"796	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày lười cho bé gái 1 tuổi cổ chun,2,1,50.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,480,3.5,0,0,0.00%,0.00%
"797	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày cho bé trai 9 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,14,0,0,0.00%,0.00%
"798	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày Trẻ Em Gái,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2.333333333,0,0,0.00%,0.00%
"799	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày cho bé 2-3 tuổi,1,1,100.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,422,3,0,0,0.00%,0.00%
"800	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày xuất dư bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,37,0,0,0.00%,0.00%
"801	",giầy cho bé trai,thông thường,Từ khóa mở rộng,dép bé gái 7 tuổi,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,7,0,0,0.00%,0.00%
"802	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giầy,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"803	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày bata  bé trai,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"804	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày thể thao 1 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"805	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày màu hong,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,10,0,0,0.00%,0.00%
"806	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày Cho Bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,26,0,0,0.00%,0.00%
"807	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giầy cho bé 2 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,13,0,0,0.00%,0.00%
"808	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giẩy cho bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,12,0,0,0.00%,0.00%
"809	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giầy lưới bé trai,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5.75,0,0,0.00%,0.00%
"810	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cao cổ cho bé gái,10,1,10.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,933,7.7,0,0,0.00%,0.00%
"811	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày hiệu bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"812	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày xinh cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,10,0,0,0.00%,0.00%
"813	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giày boot bé trai,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"814	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giày có đèn,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,6,0,0,0.00%,0.00%
"815	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,joden cổ cao,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3.5,0,0,0.00%,0.00%
"816	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giay cho be 2 tuoi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,26,0,0,0.00%,0.00%
"817	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy adidas cho bé,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2.75,0,0,0.00%,0.00%
"818	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày cho trẻ sơ sinh,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,11.5,0,0,0.00%,0.00%
"819	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày mẹ và bé trai,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"820	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thể thao sơ sinh,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,28.5,0,0,0.00%,0.00%
"821	",giày cao cổ cho bé,Từ khóa đã xóa,Từ khóa mở rộng,giày cao cổ cho bé,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.666666667,0,0,0.00%,0.00%
"822	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày slip on bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"823	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy like,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"824	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,Giày jordan cho bé size 21,1,1,100.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,932,0,0,0,0.00%,0.00%
"825	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày cho bé,3,1,33.33%,0,0,0.00%,0.00%,0,0,0,0,0,0,479,45.33333333,0,0,0.00%,0.00%
"826	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giay the thao be gai 10 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,16,0,0,0.00%,0.00%
"827	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày gucci bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9,0,0,0.00%,0.00%
"828	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Tất cao cổ cho bé gái 6 tháng,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"829	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giầy tập đi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,21,0,0,0.00%,0.00%
"830	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày đi mùa hè cho nam,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,30,0,0,0.00%,0.00%
"831	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày cho be trai,8,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,6.5,0,0,0.00%,0.00%
"832	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày size 40,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4.5,0,0,0.00%,0.00%
"833	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày Cao Cổ Cho Bé Gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"834	",giầy cho bé trai,thông thường,Từ khóa mở rộng,sandal adidas bé trai,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,14.33333333,0,0,0.00%,0.00%
"835	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày hè,7,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2.714285714,0,0,0.00%,0.00%
"836	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy cho be trai,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1.666666667,0,0,0.00%,0.00%
"837	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày thể thao cho bé gái 11 tuổi,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,7.666666667,0,0,0.00%,0.00%
"838	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày mẹ và bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"839	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy converse cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"840	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,order giày,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,10,0,0,0.00%,0.00%
"841	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giầy mùa hè cho bé,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4,0,0,0.00%,0.00%
"842	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày lưới cho bé,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4.5,0,0,0.00%,0.00%
"843	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày lười bé trai,5,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,21.4,0,0,0.00%,0.00%
"844	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày bata cho e bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"845	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày mario cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,37,0,0,0.00%,0.00%
"846	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày lưới thể thao cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"847	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày sneaker bé trai,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"848	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giay the thao cho be,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4,0,0,0.00%,0.00%
"849	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày bot cho bé gái,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"850	",giầy cho bé gái,thông thường,Từ khóa chính xác,gíay cho be gái,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"851	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày bé trai sz đại,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"852	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày thể thao,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,29,0,0,0.00%,0.00%
"853	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày bé trai 8 tuoi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9,0,0,0.00%,0.00%
"854	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày thể thao cho  10 tuổi,0,1,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,766,1,0,0,0.00%,0.00%
"855	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày sneaker bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,20,0,0,0.00%,0.00%
"856	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày vải tập đi cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"857	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày cho bố,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"858	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giày trắng bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,27,0,0,0.00%,0.00%
"859	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giay cao co cho be,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"860	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,jordan trẻ em cổ cao,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"861	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày số sinh bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9,0,0,0.00%,0.00%
